customer_age,customer_income,employment_duration,loan_amnt,loan_int_rate,term_years,historical_default,cred_hist_length,loan_default,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E
26,41682.0,7.0,18000.0,13.22,7,0.0,3,1.0,False,False,False,False,False,False,False,False,True,False,False,False
25,47700.0,1.0,12375.0,7.9,7,0.0,4,0.0,False,False,False,False,True,False,False,False,False,False,False,False
25,36276.0,0.0,5600.0,9.99,5,0.0,4,0.0,False,False,True,True,False,False,False,False,False,False,False,False
24,38000.0,5.0,5600.0,6.62,4,0.0,4,0.0,False,False,True,False,False,False,False,False,False,False,False,False
22,47748.0,5.0,4500.0,6.39,2,0.0,4,0.0,False,False,False,False,False,False,True,False,False,False,False,False
24,38000.0,6.0,5600.0,10.99,4,0.0,3,0.0,False,False,True,False,False,False,False,True,False,False,False,False
21,47760.0,2.0,15000.0,6.03,7,0.0,2,0.0,False,False,False,False,False,False,True,False,False,False,False,False
22,47800.0,5.0,1500.0,13.43,2,0.0,3,0.0,False,False,False,False,False,False,True,False,True,False,False,False
22,47800.0,3.0,15000.0,11.86,7,0.0,4,0.0,False,False,False,False,False,True,False,False,False,False,False,False
22,33000.0,0.0,5600.0,13.23,2,0.0,4,1.0,False,False,True,False,False,True,False,False,True,False,False,False
25,40000.0,2.0,5600.0,10.99,5,0.0,3,0.0,False,False,True,False,False,False,False,False,False,False,False,False
23,40000.0,7.0,5600.0,13.8,3,0.0,3,0.0,False,False,True,True,False,False,False,False,True,False,False,False
25,40000.0,9.0,5600.0,14.61,5,0.0,4,0.0,False,False,True,False,False,True,False,False,False,True,False,False
25,40800.0,9.0,5600.0,16.77,5,0.0,3,0.0,False,False,True,False,False,False,True,False,False,True,False,False
26,41000.0,10.0,5600.0,15.96,6,0.0,4,0.0,False,False,True,False,False,False,False,False,True,False,False,False
25,42000.0,6.0,5600.0,7.49,5,0.0,2,0.0,False,False,True,False,False,True,False,False,False,False,False,False
22,47940.0,4.0,15000.0,10.99,7,0.0,4,0.0,False,False,False,False,False,False,False,False,False,False,False,False
22,47952.0,4.0,15000.0,6.17,7,0.0,4,0.0,False,False,False,False,False,False,False,True,False,False,False,False
26,43860.0,6.0,5600.0,9.63,6,0.0,2,0.0,False,False,True,False,False,False,False,True,False,False,False,False
26,48000.0,10.0,11000.0,13.49,7,0.0,3,0.0,False,False,False,False,False,False,False,False,True,False,False,False
22,39000.0,1.0,5600.0,14.96,2,0.0,4,1.0,False,False,True,False,True,False,False,False,False,True,False,False
21,48000.0,5.0,7350.0,10.65,1,0.0,2,0.0,False,False,False,False,False,False,False,True,False,False,False,False
24,48000.0,8.0,2200.0,15.27,4,0.0,4,0.0,False,True,False,False,False,False,False,True,True,False,False,False
24,47700.0,0.0,5600.0,9.99,4,0.0,2,0.0,False,False,True,False,False,True,False,False,False,False,False,False
24,48000.0,7.0,5600.0,11.14,4,0.0,3,0.0,False,False,True,False,False,True,False,False,False,False,False,False
24,48000.0,7.0,5600.0,10.62,4,0.0,2,0.0,False,False,True,False,False,False,True,False,False,False,False,False
23,50000.0,3.0,5600.0,11.49,3,0.0,4,0.0,False,False,True,False,False,True,False,False,False,False,False,False
24,50000.0,4.0,5600.0,10.99,4,0.0,4,0.0,False,False,True,False,True,False,False,False,False,False,False,False
23,50000.0,0.0,5600.0,11.03,3,0.0,4,0.0,False,False,True,False,False,True,False,False,True,False,False,False
23,50004.0,3.0,5600.0,10.59,3,0.0,4,0.0,False,False,True,True,False,False,False,False,False,False,False,False
26,51000.0,5.0,5600.0,7.49,6,0.0,2,0.0,False,False,True,False,False,False,True,False,False,False,False,False
24,52000.0,2.0,5600.0,7.29,4,0.0,2,0.0,False,False,True,False,False,True,False,False,False,False,False,False
22,42000.0,4.0,3200.0,7.9,2,0.0,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False
22,52800.0,3.0,5600.0,7.29,2,0.0,3,0.0,False,False,True,True,False,False,False,False,False,False,False,False
24,54000.0,3.0,5600.0,10.59,4,0.0,4,0.0,False,False,True,False,False,False,False,True,False,False,False,False
23,48000.0,7.0,10000.0,10.65,3,0.0,4,0.0,False,False,False,True,False,False,False,False,False,False,False,False
22,54000.0,4.0,5600.0,9.63,2,0.0,2,0.0,False,False,True,False,False,False,False,True,False,False,False,False
23,48000.0,5.0,2400.0,12.69,3,0.0,4,0.0,False,True,False,False,False,True,False,False,False,False,False,False
21,55692.0,5.0,5600.0,6.62,1,0.0,2,0.0,False,False,True,False,False,False,True,False,False,False,False,False
24,56000.0,8.0,5600.0,6.03,4,0.0,3,0.0,False,False,True,True,False,False,False,False,False,False,False,False
26,56000.0,4.0,5600.0,8.59,6,0.0,4,0.0,False,False,True,False,False,True,False,False,False,False,False,False
22,56000.0,6.0,5600.0,8.32,2,0.0,2,0.0,False,False,True,False,False,True,False,False,False,False,False,False
25,48000.0,0.0,23500.0,13.49,7,0.0,4,0.0,False,False,False,False,False,True,False,False,True,False,False,False
23,56880.0,7.0,5600.0,10.99,3,0.0,2,0.0,False,False,True,True,False,False,False,False,False,False,False,False
22,48000.0,6.0,12000.0,6.03,7,0.0,3,0.0,False,True,False,False,False,False,False,True,False,False,False,False
22,60000.0,6.0,5600.0,10.65,2,0.0,4,0.0,False,False,True,False,False,False,True,False,False,False,False,False
23,60000.0,1.0,5600.0,7.29,3,0.0,2,0.0,False,False,True,False,False,False,True,False,False,False,False,False
21,60000.0,3.0,5600.0,9.25,1,0.0,3,0.0,False,False,True,False,False,False,False,False,False,False,False,False
23,62000.0,4.0,5600.0,9.99,3,0.0,4,0.0,False,False,True,False,False,False,False,True,False,False,False,False
26,48000.0,7.0,10000.0,10.99,6,0.0,3,0.0,False,False,False,False,False,True,False,False,False,False,False,False
22,48000.0,0.0,1500.0,16.29,2,0.0,3,0.0,False,True,False,False,False,False,False,True,False,True,False,False
23,63000.0,0.0,5600.0,8.49,3,0.0,4,0.0,False,False,True,False,False,False,False,False,False,False,False,False
22,48000.0,6.0,15000.0,10.99,7,0.0,4,0.0,False,False,False,True,False,False,False,False,False,False,False,False
22,48000.0,5.0,3000.0,10.99,2,0.0,3,0.0,False,False,False,False,False,False,True,False,False,False,False,False
24,60500.0,2.0,5600.0,14.91,4,0.0,3,1.0,False,False,True,False,False,False,True,False,False,True,False,False
25,68515.0,2.0,5600.0,12.61,5,0.0,3,0.0,False,False,True,False,False,True,False,False,True,False,False,False
24,48000.0,4.0,2000.0,12.69,4,0.0,4,0.0,False,False,False,False,True,False,False,False,False,False,False,False
24,48000.0,9.0,8400.0,10.99,4,0.0,4,0.0,False,False,False,False,False,False,False,True,False,False,False,False
24,69000.0,1.0,5600.0,9.99,4,0.0,3,0.0,False,False,True,False,False,False,False,True,False,False,False,False
22,48000.0,0.0,5000.0,6.03,2,0.0,4,0.0,False,False,False,False,False,True,False,False,False,False,False,False
23,48000.0,7.0,2500.0,11.71,3,0.0,3,0.0,False,False,False,False,False,False,False,False,False,False,False,False
23,69996.0,7.0,5600.0,13.11,3,0.0,2,0.0,False,False,True,False,False,False,False,True,True,False,False,False
25,70000.0,3.0,5600.0,7.9,5,0.0,4,0.0,False,False,True,False,False,True,False,False,False,False,False,False
23,48000.0,7.0,20000.0,11.71,7,0.0,4,0.0,False,True,False,True,False,False,False,False,False,False,False,False
26,48000.0,10.0,13800.0,13.49,7,0.0,2,0.0,False,False,False,False,False,False,False,True,True,False,False,False
22,70000.0,3.0,5600.0,11.14,2,0.0,3,0.0,False,False,True,False,False,False,True,False,False,False,False,False
23,72000.0,7.0,5600.0,11.12,3,0.0,2,0.0,False,False,True,False,False,False,False,True,False,False,False,False
23,48000.0,8.0,10500.0,7.51,7,0.0,2,0.0,False,False,False,False,False,False,False,True,False,False,False,False
23,48000.0,8.0,10000.0,10.65,3,0.0,3,0.0,False,False,False,False,False,False,True,False,False,False,False,False
25,48000.0,0.0,6000.0,10.65,5,0.0,2,0.0,False,True,False,False,False,False,True,False,False,False,False,False
25,58650.0,7.0,5600.0,14.84,5,0.0,4,1.0,False,False,True,False,False,True,False,False,False,True,False,False
23,79000.0,4.0,5600.0,11.12,3,0.0,4,0.0,False,False,True,False,False,True,False,False,False,False,False,False
25,81600.0,2.0,5600.0,5.99,5,0.0,4,0.0,False,False,True,True,False,False,False,False,False,False,False,False
24,42000.0,4.0,19000.0,6.99,7,0.0,3,1.0,False,False,False,False,False,True,False,False,False,False,False,False
21,89610.0,3.0,5600.0,6.54,1,0.0,4,0.0,False,False,True,False,False,False,False,False,False,False,False,False
21,48000.0,5.0,15000.0,10.99,7,0.0,2,0.0,False,True,False,False,False,False,False,True,False,False,False,False
23,48000.0,7.0,2500.0,5.42,3,0.0,3,0.0,False,True,False,False,False,True,False,False,False,False,False,False
26,102552.0,10.0,5600.0,9.99,6,0.0,3,0.0,False,False,True,False,False,True,False,False,False,False,False,False
24,25000.0,0.0,5625.0,12.68,4,0.0,4,0.0,False,False,True,False,False,False,False,False,True,False,False,False
25,48000.0,9.0,3500.0,5.42,5,0.0,4,0.0,False,False,False,False,False,True,False,False,False,False,False,False
26,36000.0,0.0,5650.0,10.99,6,0.0,3,0.0,False,False,True,True,False,False,False,False,True,False,False,False
22,51000.0,6.0,5650.0,9.91,2,0.0,4,0.0,False,False,True,False,False,False,False,True,False,False,False,False
26,48000.0,10.0,2000.0,10.99,6,0.0,2,0.0,False,False,False,False,False,False,True,False,False,False,False,False
25,48000.0,3.0,1400.0,14.79,5,0.0,4,0.0,False,False,False,False,False,True,False,False,True,False,False,False
22,48000.0,6.0,4400.0,5.99,2,0.0,3,0.0,False,False,False,False,False,False,False,False,False,False,False,False
23,67200.0,7.0,5650.0,13.47,3,0.0,2,0.0,False,False,True,True,False,False,False,False,True,False,False,False
23,66500.0,0.0,5675.0,10.99,3,0.0,2,0.0,False,False,True,False,False,False,False,True,False,False,False,False
26,48000.0,0.0,12000.0,10.99,7,0.0,3,0.0,False,False,False,False,False,False,False,False,True,False,False,False
24,11476.0,0.0,5700.0,7.49,4,0.0,4,1.0,False,False,True,False,False,True,False,False,False,False,False,False
22,35000.0,1.0,5700.0,12.99,2,0.0,3,0.0,False,False,True,True,False,False,False,False,True,False,False,False
22,37000.0,4.0,5700.0,5.42,2,0.0,4,0.0,False,False,True,True,False,False,False,False,False,False,False,False
22,48000.0,2.0,13000.0,10.99,7,0.0,3,0.0,False,False,False,False,False,False,False,True,False,False,False,False
24,46000.0,8.0,5700.0,7.66,4,0.0,3,0.0,False,False,True,False,False,False,False,False,False,False,False,False
26,48000.0,2.0,5000.0,8.49,6,0.0,4,0.0,False,False,False,True,False,False,False,False,False,False,False,False
26,52500.0,0.0,5700.0,11.12,6,0.0,2,0.0,False,False,True,False,False,False,False,False,False,False,False,False
21,17000.0,3.0,5750.0,8.9,1,0.0,2,1.0,False,False,True,False,False,True,False,False,False,False,False,False
24,34000.0,1.0,5750.0,10.75,4,0.0,3,0.0,False,False,True,False,False,False,False,True,False,False,False,False
24,48000.0,8.0,10000.0,7.49,4,0.0,3,0.0,False,False,False,False,False,True,False,False,False,False,False,False
21,42000.0,5.0,8325.0,10.99,1,0.0,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False
22,45900.0,3.0,5750.0,8.94,2,0.0,3,0.0,False,False,True,True,False,False,False,False,False,False,False,False
25,70000.0,1.0,5750.0,8.0,5,0.0,4,0.0,False,False,True,False,False,False,False,True,False,False,False,False
22,48000.0,6.0,10000.0,13.49,2,0.0,4,0.0,False,False,False,False,False,False,False,False,True,False,False,False
25,85000.0,9.0,5750.0,7.29,5,0.0,4,0.0,False,False,True,True,False,False,False,False,False,False,False,False
22,95000.0,0.0,5750.0,10.99,2,0.0,3,0.0,False,False,True,True,False,False,False,False,False,False,False,False
24,48000.0,5.0,4400.0,5.99,4,0.0,4,0.0,False,True,False,False,False,False,False,True,False,False,False,False
25,147750.0,3.0,5750.0,9.99,5,0.0,4,0.0,False,False,True,False,True,False,False,False,False,False,False,False
23,30900.0,1.0,5775.0,9.63,3,0.0,4,1.0,False,False,True,False,False,False,True,False,False,False,False,False
25,48000.0,7.0,3000.0,11.99,5,0.0,4,0.0,False,False,False,False,False,False,False,True,False,False,False,False
24,120000.0,0.0,5775.0,6.17,4,0.0,2,0.0,False,False,True,False,False,False,False,True,False,False,False,False
21,18000.0,2.0,5800.0,14.72,1,0.0,4,1.0,False,False,True,False,False,False,False,False,True,False,False,False
25,48000.0,6.0,3200.0,6.99,5,0.0,2,0.0,False,False,False,False,False,False,False,True,False,False,False,False
22,20400.0,2.0,5800.0,8.94,2,0.0,4,0.0,False,False,True,True,False,False,False,False,False,False,False,False
23,25000.0,0.0,5800.0,9.91,3,0.0,4,0.0,False,False,True,False,False,True,False,False,False,False,False,False
24,48000.0,4.0,4200.0,11.99,4,0.0,4,0.0,False,False,False,False,False,True,False,False,False,False,False,False
23,48000.0,5.0,5000.0,13.99,3,0.0,2,0.0,False,False,False,True,False,False,False,False,True,False,False,False
26,27000.0,1.0,5800.0,10.65,6,0.0,3,0.0,False,False,True,False,False,True,False,False,False,False,False,False
23,27252.0,3.0,5800.0,13.06,3,0.0,4,0.0,False,False,True,False,False,False,False,True,True,False,False,False
26,48000.0,10.0,4000.0,5.42,6,0.0,2,0.0,False,False,False,False,True,False,False,False,False,False,False,False
24,35020.0,0.0,5800.0,8.32,4,0.0,3,0.0,False,False,True,False,False,True,False,False,False,False,False,False
22,48000.0,6.0,4800.0,8.49,2,0.0,4,0.0,False,True,False,False,False,False,False,True,False,False,False,False
22,41300.0,1.0,5800.0,7.43,2,0.0,3,0.0,False,False,True,False,False,False,False,True,False,False,False,False
24,48000.0,4.0,5000.0,5.99,4,0.0,2,0.0,False,False,False,True,False,False,False,False,False,False,False,False
24,48000.0,8.0,3200.0,5.99,4,0.0,4,0.0,False,False,False,False,False,False,True,False,False,False,False,False
25,48000.0,9.0,1000.0,13.49,5,0.0,3,0.0,False,False,False,False,False,False,False,False,True,False,False,False
22,45000.0,3.0,5800.0,7.88,2,0.0,3,0.0,False,False,True,False,False,True,False,False,False,False,False,False
26,48000.0,9.0,8000.0,10.59,6,0.0,4,0.0,False,False,False,False,False,False,True,False,False,False,False,False
23,42000.0,3.0,1800.0,12.99,3,0.0,3,1.0,False,False,False,False,False,False,False,False,True,False,False,False
26,144000.0,0.0,5800.0,7.29,6,0.0,3,0.0,False,False,True,False,False,False,False,False,False,False,False,False
26,48000.0,3.0,3600.0,13.49,6,0.0,4,0.0,False,True,False,False,False,False,False,True,True,False,False,False
23,12000.0,0.0,5825.0,6.62,3,0.0,4,1.0,False,False,True,False,False,False,True,False,False,False,False,False
22,25000.0,4.0,5825.0,14.27,2,0.0,2,0.0,False,False,True,False,False,True,False,False,True,False,False,False
26,26000.0,5.0,5825.0,14.27,6,0.0,4,0.0,False,False,True,False,False,True,False,False,True,False,False,False
23,42000.0,7.0,10500.0,7.66,7,0.0,2,1.0,False,False,False,True,False,False,False,False,False,False,False,False
23,50000.0,8.0,5825.0,10.65,3,0.0,2,0.0,False,False,True,False,False,True,False,False,False,False,False,False
22,48000.0,1.0,4000.0,9.63,2,0.0,2,0.0,False,False,False,False,False,False,True,False,False,False,False,False
23,48000.0,4.0,7000.0,10.74,3,0.0,4,0.0,False,True,False,False,False,False,False,True,False,False,False,False
24,48000.0,4.0,4000.0,5.42,4,0.0,4,0.0,False,False,False,False,False,True,False,False,False,False,False,False
24,60000.0,4.0,5850.0,7.49,4,0.0,3,0.0,False,False,True,False,False,False,False,True,False,False,False,False
25,48000.0,3.0,4800.0,10.74,5,0.0,4,0.0,False,False,False,False,False,False,False,False,False,False,False,False
25,19200.0,5.0,5875.0,14.11,5,0.0,3,1.0,False,False,True,True,False,False,False,False,False,True,False,False
26,40000.0,4.0,5875.0,12.69,6,0.0,2,0.0,False,False,True,False,False,False,False,True,False,False,False,False
26,49680.0,1.0,5875.0,12.99,6,0.0,3,0.0,False,False,True,False,False,True,False,False,True,False,False,False
23,56000.0,3.0,5875.0,14.54,3,0.0,2,0.0,False,False,True,True,False,False,False,False,False,True,False,False
21,14400.0,2.0,5900.0,12.42,1,0.0,3,1.0,False,False,True,True,False,False,False,False,False,False,False,False
24,23000.0,4.0,5900.0,9.63,4,0.0,4,0.0,False,False,True,False,False,False,True,False,False,False,False,False
23,30000.0,5.0,5900.0,7.88,3,0.0,2,0.0,False,False,True,True,False,False,False,False,False,False,False,False
26,36800.0,0.0,5900.0,10.71,6,0.0,3,0.0,False,False,True,False,False,False,True,False,False,False,False,False
25,34000.0,0.0,5925.0,11.11,5,0.0,4,1.0,False,False,True,False,True,False,False,False,False,False,False,False
23,20124.0,4.0,5950.0,13.49,3,0.0,3,0.0,False,False,True,False,False,False,False,False,True,False,False,False
24,48000.0,2.0,15000.0,13.06,7,0.0,4,0.0,False,True,False,True,False,False,False,False,True,False,False,False
23,29376.0,3.0,5950.0,7.66,3,0.0,2,0.0,False,False,True,False,False,False,False,True,False,False,False,False
23,48000.0,7.0,14125.0,10.99,7,0.0,2,0.0,False,False,False,False,False,False,False,True,False,False,False,False
24,48000.0,7.0,12000.0,7.29,7,0.0,3,0.0,False,False,False,False,False,True,False,False,False,False,False,False
25,48000.0,4.0,4500.0,5.42,5,0.0,2,0.0,False,False,False,False,True,False,False,False,False,False,False,False
25,78000.0,3.0,5950.0,7.29,5,0.0,3,0.0,False,False,True,False,True,False,False,False,False,False,False,False
24,46000.0,0.0,5975.0,14.46,4,0.0,2,1.0,False,False,True,True,False,False,False,False,False,True,False,False
22,12000.0,0.0,6000.0,8.88,2,0.0,4,1.0,False,False,True,False,False,False,False,False,False,False,False,False
25,13440.0,3.0,6000.0,7.49,5,0.0,3,1.0,False,False,True,False,False,True,False,False,False,False,False,False
24,14880.0,2.0,6000.0,10.0,4,0.0,3,1.0,False,False,True,True,False,False,False,False,False,False,False,False
22,15000.0,6.0,6000.0,6.03,2,0.0,3,1.0,False,False,True,False,False,True,False,False,False,False,False,False
22,15000.0,3.0,6000.0,14.59,2,0.0,4,1.0,False,False,True,True,False,False,False,False,False,True,False,False
21,16000.0,5.0,6000.0,9.63,1,0.0,3,1.0,False,False,True,False,False,False,False,True,False,False,False,False
24,48000.0,3.0,4800.0,9.99,4,0.0,2,0.0,False,False,False,False,False,False,False,False,False,False,False,False
24,16800.0,2.0,6000.0,14.84,4,0.0,4,1.0,False,False,True,False,False,False,False,False,False,True,False,False
26,17376.0,1.0,6000.0,10.99,6,0.0,3,1.0,False,False,True,False,False,False,False,True,False,False,False,False
26,48000.0,4.0,10000.0,5.79,6,0.0,3,0.0,False,False,False,False,False,False,True,False,False,False,False,False
22,18000.0,2.0,6000.0,6.62,2,0.0,2,1.0,False,False,True,False,False,False,False,True,False,False,False,False
24,48000.0,4.0,12000.0,10.99,7,0.0,3,0.0,False,False,False,False,False,False,False,False,False,False,False,False
24,18000.0,8.0,6000.0,12.21,4,0.0,2,1.0,False,False,True,False,False,False,True,False,False,False,False,False
22,18000.0,1.0,6000.0,10.99,2,0.0,3,1.0,False,False,True,False,False,True,False,False,False,False,False,False
22,18200.0,4.0,6000.0,7.66,2,0.0,3,1.0,False,False,True,False,True,False,False,False,False,False,False,False
22,18996.0,4.0,6000.0,14.74,2,0.0,3,1.0,False,False,True,False,False,True,False,False,False,True,False,False
23,42000.0,5.0,2000.0,15.2,3,0.0,2,1.0,False,False,False,True,False,False,False,False,False,True,False,False
22,48000.0,0.0,3500.0,6.54,2,0.0,3,0.0,False,False,False,False,False,True,False,False,False,False,False,False
21,18996.0,0.0,6000.0,10.99,1,0.0,4,1.0,False,False,True,False,False,False,False,False,False,False,False,False
23,19000.0,2.0,6000.0,10.59,3,0.0,2,1.0,False,False,True,True,False,False,False,False,True,False,False,False
22,48000.0,6.0,3800.0,10.99,2,0.0,2,0.0,False,False,False,False,False,True,False,False,False,False,False,False
24,19200.0,0.0,6000.0,10.59,4,0.0,3,1.0,False,False,True,True,False,False,False,False,False,False,False,False
25,19200.0,3.0,6000.0,7.14,5,0.0,3,1.0,False,False,True,False,False,True,False,False,False,False,False,False
21,19200.0,0.0,6000.0,9.88,1,0.0,2,1.0,False,False,True,False,False,False,True,False,False,False,False,False
25,19200.0,2.0,6000.0,13.11,5,0.0,2,1.0,False,False,True,False,True,False,False,False,True,False,False,False
22,48000.0,4.0,6500.0,6.17,2,0.0,2,0.0,False,False,False,False,False,False,True,False,False,False,False,False
24,20000.0,8.0,6000.0,7.14,4,0.0,2,0.0,False,False,True,False,False,False,False,True,False,False,False,False
24,48000.0,5.0,17000.0,6.91,7,0.0,4,0.0,False,False,False,False,True,False,False,False,False,False,False,False
24,48000.0,4.0,3000.0,5.79,4,0.0,4,0.0,False,True,False,True,False,False,False,False,False,False,False,False
26,20400.0,0.0,6000.0,9.99,6,0.0,2,0.0,False,False,True,False,False,False,False,True,False,False,False,False
22,21300.0,0.0,6000.0,15.96,2,0.0,3,0.0,False,False,True,False,False,False,False,False,True,False,False,False
23,48000.0,5.0,2550.0,11.86,3,0.0,3,0.0,False,True,False,False,False,False,False,True,False,False,False,False
26,21600.0,3.0,6000.0,10.59,6,0.0,4,0.0,False,False,True,False,False,True,False,False,False,False,False,False
23,21600.0,2.0,6000.0,14.42,3,0.0,4,1.0,False,False,True,False,False,True,False,False,False,True,False,False
24,21640.0,4.0,6000.0,6.62,4,0.0,4,0.0,False,False,True,False,False,False,False,True,False,False,False,False
25,21812.0,7.0,6000.0,14.72,5,0.0,2,0.0,False,False,True,True,False,False,False,False,True,False,False,False
23,21996.0,6.0,6000.0,13.47,3,0.0,3,0.0,False,False,True,False,False,False,False,True,True,False,False,False
22,48000.0,2.0,9600.0,11.86,2,0.0,2,0.0,False,False,False,False,False,True,False,False,False,False,False,False
21,22600.0,3.0,6000.0,12.23,1,0.0,4,0.0,False,False,True,True,False,False,False,False,True,False,False,False
25,22800.0,4.0,6000.0,10.99,5,0.0,3,0.0,False,False,True,False,False,True,False,False,False,False,False,False
25,22800.0,0.0,6000.0,13.35,5,0.0,4,1.0,False,False,True,False,False,True,False,False,True,False,False,False
22,48000.0,5.0,9600.0,7.51,2,0.0,4,0.0,False,False,False,True,False,False,False,False,False,False,False,False
22,22880.0,5.0,6000.0,13.57,2,0.0,4,0.0,False,False,True,False,False,False,False,False,True,False,False,False
25,48000.0,2.0,5000.0,10.99,5,0.0,4,0.0,False,False,False,False,False,False,False,True,False,False,False,False
23,22884.0,8.0,6000.0,11.49,3,0.0,3,0.0,False,False,True,True,False,False,False,False,False,False,False,False
21,23000.0,5.0,6000.0,10.95,1,0.0,2,0.0,False,False,True,True,False,False,False,False,False,False,False,False
22,48000.0,4.0,4000.0,11.86,2,0.0,2,0.0,False,False,False,False,False,False,True,False,False,False,False,False
21,23040.0,0.0,6000.0,7.9,1,0.0,2,1.0,False,False,True,False,True,False,False,False,False,False,False,False
25,23198.0,2.0,6000.0,8.0,5,0.0,4,0.0,False,False,True,False,False,False,False,True,False,False,False,False
22,23631.0,4.0,6000.0,10.99,2,0.0,3,0.0,False,False,True,False,False,False,True,False,False,False,False,False
22,24000.0,6.0,6000.0,10.65,2,0.0,4,0.0,False,False,True,False,False,True,False,False,False,False,False,False
25,48000.0,3.0,4000.0,7.14,5,0.0,3,0.0,False,False,False,False,False,False,False,False,False,False,False,False
26,24000.0,5.0,6000.0,8.9,6,0.0,3,0.0,False,False,True,False,False,True,False,False,False,False,False,False
25,48000.0,4.0,7350.0,11.12,5,0.0,2,0.0,False,False,False,False,False,False,True,False,False,False,False,False
26,24000.0,5.0,6000.0,6.62,6,0.0,4,0.0,False,False,True,False,False,False,False,False,False,False,False,False
24,48000.0,4.0,1200.0,6.76,4,0.0,3,0.0,False,False,False,False,False,False,True,False,False,False,False,False
23,24000.0,4.0,6000.0,5.42,3,0.0,4,0.0,False,False,True,True,False,False,False,False,False,False,False,False
24,24000.0,1.0,6000.0,11.99,4,0.0,4,0.0,False,False,True,False,False,True,False,False,False,False,False,False
23,48000.0,0.0,3200.0,7.51,3,0.0,2,0.0,False,False,False,True,False,False,False,False,False,False,False,False
24,42000.0,4.0,18250.0,16.82,7,0.0,4,1.0,False,False,False,False,False,False,True,False,False,False,True,False
24,48000.0,3.0,9600.0,10.99,4,0.0,4,0.0,False,False,False,False,False,False,False,True,False,False,False,False
24,24000.0,4.0,6000.0,12.99,4,0.0,4,0.0,False,False,True,False,False,True,False,False,True,False,False,False
26,48000.0,10.0,15000.0,11.12,7,0.0,3,0.0,False,True,False,False,False,False,False,True,False,False,False,False
23,24000.0,0.0,6000.0,10.99,3,0.0,2,0.0,False,False,True,False,False,False,False,False,False,False,False,False
25,48000.0,6.0,24250.0,10.25,7,0.0,3,0.0,False,False,False,True,False,False,False,False,False,False,False,False
22,48000.0,2.0,7000.0,13.48,2,0.0,3,0.0,False,False,False,True,False,False,False,False,True,False,False,False
22,48000.0,6.0,5000.0,7.88,2,0.0,2,0.0,False,False,False,True,False,False,False,False,False,False,False,False
21,24000.0,2.0,6000.0,11.36,1,0.0,3,0.0,False,False,True,False,False,True,False,False,False,False,False,False
22,24000.0,2.0,6000.0,12.18,2,0.0,3,1.0,False,False,True,False,True,False,False,False,False,False,False,False
21,24996.0,6.0,6000.0,13.61,1,0.0,2,0.0,False,False,True,False,False,False,False,False,True,False,False,False
21,24996.0,3.0,6000.0,11.83,1,0.0,3,0.0,False,False,True,True,False,False,False,False,False,False,False,False
23,25000.0,7.0,6000.0,7.51,3,0.0,2,0.0,False,False,True,False,False,False,False,True,False,False,False,False
25,25000.0,2.0,6000.0,10.99,5,0.0,2,0.0,False,False,True,False,False,False,True,False,False,False,False,False
22,48000.0,7.0,6500.0,10.62,2,0.0,3,0.0,False,False,False,False,False,False,False,True,False,False,False,False
25,25000.0,1.0,6000.0,16.4,5,0.0,2,1.0,False,False,True,False,False,False,False,False,False,False,True,False
21,25000.0,3.0,6000.0,10.99,1,0.0,4,0.0,False,False,True,False,False,False,False,False,False,False,False,False
26,25000.0,5.0,6000.0,8.0,6,0.0,2,0.0,False,False,True,True,False,False,False,False,False,False,False,False
25,48000.0,7.0,15000.0,10.25,7,0.0,4,0.0,False,True,False,True,False,False,False,False,False,False,False,False
22,48000.0,4.0,15000.0,9.88,7,0.0,2,0.0,False,False,False,False,False,True,False,False,False,False,False,False
24,25200.0,6.0,6000.0,7.49,4,0.0,2,0.0,False,False,True,False,False,True,False,False,False,False,False,False
26,48000.0,1.0,4200.0,10.62,6,0.0,2,0.0,False,False,False,False,False,False,False,True,False,False,False,False
24,48000.0,2.0,5500.0,11.36,4,0.0,3,0.0,False,False,False,True,False,False,False,False,False,False,False,False
25,48000.0,5.0,16750.0,10.99,7,0.0,4,0.0,False,False,False,True,False,False,False,False,True,False,False,False
26,48000.0,10.0,4000.0,10.99,6,0.0,2,0.0,False,False,False,False,False,False,False,True,False,False,False,False
21,25200.0,2.0,6000.0,7.49,1,0.0,3,0.0,False,False,True,True,False,False,False,False,False,False,False,False
23,25200.0,0.0,6000.0,13.23,3,0.0,4,1.0,False,False,True,False,True,False,False,False,True,False,False,False
23,48000.0,3.0,12000.0,11.36,7,0.0,3,0.0,False,False,False,False,False,False,False,True,False,False,False,False
21,25200.0,5.0,6000.0,8.94,1,0.0,3,0.0,False,False,True,False,False,False,False,True,False,False,False,False
25,25200.0,0.0,6000.0,9.76,5,0.0,3,0.0,False,False,True,False,False,False,False,False,False,False,False,False
24,25800.0,0.0,6000.0,7.14,4,0.0,4,0.0,False,False,True,False,False,True,False,False,False,False,False,False
